"","TA.x","year","ratio_mean","P5","P25","P50","P75","P95"
"1017",49,2009,1.40786519949641,0.305087165585747,1.23501150876045,1.48968970780294,1.73511426070206,2.05725042782286
"1018",49,2010,1.34645016842965,0.358446484487657,1.06748298234418,1.46091943382291,1.68254608330126,2.0465936163009
"1019",49,2011,1.34297182398224,0.318868328687627,1.10130066912774,1.39388116483802,1.64107650885942,2.17566944775527
"1020",49,2012,1.29637286043666,0.309101420133217,1.10359571670111,1.39423124007185,1.60188270135914,1.94628748215136
"1021",49,2013,1.27930907381782,0.273867198801387,1.13330278588748,1.41027965314023,1.58010741631982,1.91875477724827
"1022",49,2014,1.24405535843088,0.340215234284642,1.05470352578604,1.34109082841206,1.5071221043301,1.80564714678454
"1023",49,2015,1.38136737364567,0.480278143314691,1.07787515621443,1.38573958509574,1.69396339143444,2.1166056423577
"1024",49,2016,1.45429338097712,0.882708347816034,1.21961498600159,1.43472178283232,1.70362431474447,2.06036519871106
"1025",49,2017,1.66188499033934,0.965350889066215,1.44333015493644,1.64477717217057,1.89315844372678,2.33123330127178
"1026",50,1993,1.16492974618117,0.734335817646819,0.907006234464774,1.09619699042408,1.34681056701031,1.88028730334356
"1027",50,1994,0.954598922887883,0.5541556542116,0.727591612776798,0.929530517908241,1.1002982700338,1.48319537032267
"1028",50,1995,0.981384247218741,0.599179780050164,0.745216049382716,0.943030303030303,1.16699984855369,1.56989693525939
"1029",50,1996,0.987784634761035,0.52387257589603,0.703735533174308,0.899786200194363,1.21056851311953,1.91240905530656
"1030",50,1997,1.12126161282784,0.537557564179664,0.78185162477008,1.04630182788184,1.32548283261803,1.87089276428532
"1031",50,1998,1.06561997198714,0.541670706230009,0.770403033978468,1.00038047749051,1.28474349106034,1.84227571631978
"1032",50,1999,0.963051349898404,0.474759955789894,0.684134473746734,0.88947364556124,1.1890265134557,1.66308754562831
"1033",50,2000,1.29268871479864,0.649845687004774,0.879300283405529,1.18959644803849,1.58466953050517,2.31485612065774
"1034",50,2001,1.20703848695985,0.446851014177677,0.809050543434727,1.10730491072097,1.44087590609984,2.25598205572631
"1035",50,2002,1.49395005306281,0.637085937584983,0.98420866966861,1.32415121970018,1.74173176221369,2.84479652905682
"1036",50,2003,1.300961087451,0.432821820219233,0.838114523667287,1.19526602690674,1.65159520017012,2.43316730107422
"1037",50,2004,1.19764335718269,0.399154700851834,0.811095286855948,1.13168265292364,1.50359820173421,2.1793025484033
"1038",50,2005,1.42850840805119,0.508441392820859,0.955883275807968,1.32674662641877,1.80360897946352,2.60393614900386
"1039",50,2006,1.66231753336694,0.570950414655654,1.25877376153976,1.64961773965192,2.04178399321923,2.7656798485637
"1040",50,2007,1.89539527270521,0.673966472222063,1.44389100498096,1.88872500585817,2.3107028843136,3.28959622485962
"1041",50,2008,1.7318226605891,0.712012694357453,1.23751765084904,1.61365050228054,2.10646206699989,2.79351707246264
"1042",50,2009,1.64164062712541,0.549649571889422,1.15396083078315,1.6569702328323,2.01406120406685,2.84955107141038
"1043",50,2010,1.58927217549702,0.506156956610604,1.09256184795753,1.54244025594004,2.00474158050504,2.71791460807046
"1044",50,2011,1.3489738371166,0.364542064909726,0.885255155363113,1.35335309020418,1.75818139820801,2.39491526543079
"1045",50,2012,1.5295183201817,0.597917592603008,1.11197840375219,1.53543593925338,1.94197170175778,2.42954471650019
"1046",50,2013,1.49296128375115,0.586898790829356,1.06407118819425,1.46295078888054,1.91005175269248,2.49636922306344
"1047",50,2014,1.31546508582661,0.462056730107082,0.851044985492738,1.18983532859716,1.61310032531537,2.40912583867608
"1048",50,2015,1.50119678809001,0.598887888625549,1.08323488045007,1.46584336717779,1.86047296584605,2.42150849393341
"1049",50,2016,1.464848477822,0.724645988957453,1.13222434702856,1.43108700717609,1.77417364003196,2.35865241781234
"1050",50,2017,1.72848289807606,0.959367163568743,1.27140419524754,1.54819930532138,2.14478591013856,2.63518062531988
"1051",51,1993,1.28911613902068,0.426391003063164,0.945144098936392,1.33022181939157,1.63295738921477,2.06785148336365
"1052",51,1994,1.42959904235131,0.437116171353392,1.05075627034802,1.43710910096352,1.78247887369657,2.2637759573294
"1053",51,1995,1.402390673713,0.440943623770993,1.05762601738095,1.42448377065844,1.76291668238138,2.19281836405735
"1054",51,1996,1.50169531339241,0.469575826457441,1.14374586102878,1.52055947992496,1.82836160132806,2.29459308163499
"1055",51,1997,1.37225767414443,0.436726895534638,0.943305196495624,1.40718966718036,1.76084365598245,2.26964538119606
"1056",51,1998,1.41700148060794,0.488624047550341,1.0495792002833,1.43234306588803,1.74705373179296,2.34931546365758
"1057",51,1999,1.53267585225396,0.475364416793877,0.971502561608084,1.46422250316056,1.80261880501474,2.58568236119041
"1058",51,2000,1.4314921284026,0.455685227425168,0.965330894579315,1.41518793276433,1.72900592519497,2.30241232980764
"1059",51,2001,1.36150463700737,0.427961739523909,0.960173148168324,1.42173151496465,1.72231058452693,2.24037915538682
"1060",51,2002,1.4520898767537,0.432225794473769,0.737063162425103,1.47643597025291,1.89530527480741,2.61162542055562
"1061",51,2003,1.92951165286292,0.552128939864403,1.17517887112222,1.9193991932402,2.39438731961955,3.35097750691352
"1062",51,2004,2.03990141465798,0.724941301029421,1.52948311884371,2.02656513246791,2.42916467014591,3.39397600720721
"1063",51,2005,2.10449459331887,0.748435065238521,1.52243633310333,2.0334890431638,2.41738089857503,3.4540884243275
"1064",51,2006,2.47745897911993,0.709764834245686,1.46119008262637,1.83553246630043,2.24845656503673,3.51219410313319
"1065",51,2007,1.91838719251096,0.621054826249634,1.45956764015985,1.93658093253903,2.31256171557794,3.19688427612198
"1066",51,2008,1.7967111614226,0.671452015203611,1.40672783191661,1.72153628733662,2.06390446404411,2.86098566814524
"1067",51,2009,1.94883098199586,0.662613694547023,1.37699795950801,1.75457784465161,2.09618112830626,2.87566516436466
"1068",51,2010,1.76034822870474,0.636602378043528,1.39510141719841,1.7275986426419,2.05771899980105,2.87063278241046
"1069",51,2011,1.76513227179666,0.662182652505784,1.43263268142906,1.74825527272509,2.04874571927206,2.77524060202418
"1070",51,2012,1.7287210573972,0.590105650309058,1.34081462809254,1.72621718454188,2.07503000363243,2.68194633327708
"1071",51,2013,1.6272934033363,0.554959895177729,1.34427028378906,1.65072463496821,1.9410337385616,2.52229477014044
"1072",51,2014,1.67903629858756,0.580963949679514,1.30059354947515,1.62092151706163,1.88585366134618,2.6332002394565
"1073",51,2015,1.59248063192897,0.615430540612938,1.26135779898319,1.59249740088614,1.89410144962603,2.53238972833088
"1074",51,2016,1.82786995932684,0.87414666390955,1.50573027855771,1.80066395032427,2.11926123311347,2.86943715834518
"1075",51,2017,1.88574492940215,1.03697470696822,1.50026406786655,1.74312166649487,2.07411681642365,2.78484522590085
"1076",52,1993,1.44636272716946,0.493250494244708,1.19467930941204,1.47318548589515,1.72574239097098,2.16553862861786
"1077",52,1994,1.41762384963949,0.46662219426498,1.17255127316615,1.43930397786144,1.68833311186092,2.10814836753975
"1078",52,1995,1.40921094129226,0.486737413340273,1.14855916956655,1.4219429832038,1.6891548753089,2.15902726629083
"1079",52,1996,1.5008330533608,0.542971804625186,1.23830113602489,1.50116008686074,1.75747951270286,2.21688675109628
"1080",52,1997,1.50132889274679,0.524314003607186,1.21537688024285,1.51820519570388,1.79203168468161,2.27062609227753
"1081",52,1998,1.48081336421807,0.523080430845556,1.19487683623168,1.48133375587276,1.75500302179432,2.3236465205468
"1082",52,1999,1.53054586183167,0.512745101113607,1.2193158254412,1.51566511133089,1.83940233960034,2.36386144366311
